feature,baseline_macro_f1,importance_mean,importance_std,score_after_permutation_mean
word_svd_2,0.7272662318711288,0.0003946073399015759,0.0011889220436543321,0.7268716245312272
num_caps_words,0.7272662318711288,0.0003944634312280648,0.00013607519248948208,0.7268717684399008
word_svd_73,0.7272662318711288,0.00039132721499941515,0.0006468993043478692,0.7268749046561294
num_medium_words,0.7272662318711288,0.00038159877485672845,0.0008368676699272647,0.726884633096272
word_svd_152,0.7272662318711288,0.0003812622777068286,0.001030512392409659,0.726884969593422
word_svd_64,0.7272662318711288,0.0003810702703757496,0.00046553034931190045,0.7268851616007531
word_svd_47,0.7272662318711288,0.00038005923263624287,0.0007392248885907463,0.7268861726384925
char_svd_149,0.7272662318711288,0.0003707595273058972,0.00041355732785756775,0.7268954723438229
word_svd_16,0.7272662318711288,0.00036689578143414006,0.0010567246947878525,0.7268993360896947
word_svd_147,0.7272662318711288,0.0003657305485156526,0.0005291578243167001,0.7269005013226132
char_svd_84,0.7272662318711288,0.0003629866468661813,0.0005815559761734322,0.7269032452242626
word_svd_103,0.7272662318711288,0.0003610914511944285,0.00028016514470131004,0.7269051404199344
char_svd_117,0.7272662318711288,0.0003577683985157565,0.0007815019652178969,0.7269084634726131
word_svd_89,0.7272662318711288,0.00035293011860950687,0.0005782967758359841,0.7269133017525193
word_svd_132,0.7272662318711288,0.0003515490068046301,0.0003178591482022877,0.7269146828643241
word_svd_62,0.7272662318711288,0.00034558607362631386,0.0008176040125716967,0.7269206457975025
word_svd_188,0.7272662318711288,0.00034194708949959464,0.0005422481463947504,0.7269242847816292
char_svd_69,0.7272662318711288,0.00034140953063557247,0.0004872526378056835,0.7269248223404933
word_svd_65,0.7272662318711288,0.00033850975389595475,0.00037329296934062963,0.7269277221172329
char_svd_46,0.7272662318711288,0.00033578538796272814,0.0003911946511728375,0.7269304464831661
num_dots,0.7272662318711288,0.00032917826423140006,0.00021082874992741943,0.7269370536068974
char_svd_62,0.7272662318711288,0.0003210999890720156,0.00044251839932163753,0.7269451318820568
word_svd_108,0.7272662318711288,0.0003166681044807884,0.0007897535126276274,0.726949563766648
word_svd_28,0.7272662318711288,0.0003151654886401012,0.0007436304655962024,0.7269510663824887
char_svd_58,0.7272662318711288,0.00030774190493929596,0.0007824605650771557,0.7269584899661895
word_svd_99,0.7272662318711288,0.0003064110560636824,0.000437977114507126,0.7269598208150652
char_svd_119,0.7272662318711288,0.00029650046256892717,0.00030551672027032524,0.7269697314085599
char_svd_48,0.7272662318711288,0.0002953893933476781,0.000722978898762695,0.7269708424777811
word_svd_20,0.7272662318711288,0.0002938798854713598,0.0003661525537642531,0.7269723519856575
char_svd_38,0.7272662318711288,0.00029175354102044525,0.00019705092070721307,0.7269744783301084
char_svd_135,0.7272662318711288,0.0002864676266390198,0.000966059032998748,0.7269797642444898
word_svd_175,0.7272662318711288,0.0002844883470147108,0.0006246140561311881,0.7269817435241142
word_svd_173,0.7272662318711288,0.0002835220934816141,0.0003844751283209292,0.7269827097776472
char_svd_132,0.7272662318711288,0.00027955844016567253,0.0008910401667290498,0.7269866734309631
word_svd_121,0.7272662318711288,0.0002755064706565058,0.0008869929573885436,0.7269907254004723
char_svd_30,0.7272662318711288,0.00027198980895442036,0.00046716820715959217,0.7269942420621744
char_svd_40,0.7272662318711288,0.00026476616783821516,0.0002643779100751261,0.7270014657032906
char_svd_47,0.7272662318711288,0.00026216688082247863,0.0001395674263630467,0.7270040649903063
char_svd_92,0.7272662318711288,0.000260969001250122,0.0011777965795624458,0.7270052628698787
num_delivery_words,0.7272662318711288,0.00026054595894660083,0.0001330201473381549,0.7270056859121822
word_svd_145,0.7272662318711288,0.00026022458105028344,0.00028465647330766676,0.7270060072900786
word_svd_68,0.7272662318711288,0.00026008790342384457,0.0013471446573787907,0.727006143967705
char_svd_96,0.7272662318711288,0.0002509557391336292,0.0007639710042349304,0.7270152761319952
char_svd_133,0.7272662318711288,0.0002461494835760636,0.0003711279493347828,0.7270200823875528
word_svd_182,0.7272662318711288,0.0002433990168412725,0.0006340704885468148,0.7270228328542876
char_svd_94,0.7272662318711288,0.00023834335405463757,0.0005244033830588027,0.7270278885170742
num_negative_words,0.7272662318711288,0.00023547811570709954,0.0005042727640628877,0.7270307537554217
word_svd_90,0.7272662318711288,0.00023344475319606595,0.00040176202733835,0.7270327871179327
repeat_chars_per_word,0.7272662318711288,0.00023027065840426354,0.0005019397516829527,0.7270359612127245
word_svd_13,0.7272662318711288,0.00022859674450130817,0.0004875902225921504,0.7270376351266276
word_svd_156,0.7272662318711288,0.0002277472781245571,0.0003245380818097891,0.7270384845930042
char_svd_143,0.7272662318711288,0.00022700057142026607,0.00042586388748286065,0.7270392312997086
word_svd_137,0.7272662318711288,0.00022682033807341906,0.00026359129878259565,0.7270394115330554
word_svd_31,0.7272662318711288,0.00022480718511002084,0.0008981970232869485,0.7270414246860188
has_recommend,0.7272662318711288,0.00022074431781073933,0.001042032252190502,0.7270454875533181
char_svd_24,0.7272662318711288,0.0002130158074364008,0.0005683992929021311,0.7270532160636924
char_svd_22,0.7272662318711288,0.00020970892072647018,0.0004167173435684235,0.7270565229504024
char_svd_95,0.7272662318711288,0.0002071603103153574,0.0004461130412040765,0.7270590715608135
max_caps_word_len,0.7272662318711288,0.00020417765424225466,0.00016671035659064434,0.7270620542168865
